2.000606,	893080,	0,	1772803,	30320,	928552685,	258524,	0,	634,	0,	246570867,	13753,	40908,	566459,	4894,	144738517,	0,	1090700073,	939944,	
2.000708,	870808,	0,	1256990,	23757,	947893259,	190414,	0,	603,	0,	249354484,	4321,	22978,	233218,	5150,	147845425,	0,	1101388669,	551898,	
2.000562,	260963,	0,	231058,	17633,	957470164,	22126,	0,	772,	0,	265033068,	1316,	3683,	15418,	3537,	152677531,	0,	1124769549,	306376,	
2.000594,	108483,	0,	74470,	14078,	989949795,	5671,	0,	521,	0,	264924988,	766,	4417,	41019,	1571,	152202207,	0,	1114820614,	150602,	
2.000553,	279410,	0,	399361,	17239,	979941171,	51763,	0,	620,	0,	256051190,	3934,	11841,	154989,	2828,	148035656,	0,	1113533426,	432299,	
2.000597,	572934,	0,	843284,	22705,	965368493,	132023,	0,	711,	0,	252120937,	5724,	14813,	201228,	3058,	149452549,	0,	1119905151,	510980,	
2.000596,	733306,	0,	1287924,	22711,	949700824,	171296,	0,	620,	0,	257418827,	2996,	5692,	103523,	5583,	150080636,	0,	1113228247,	472747,	
2.000663,	1419779,	0,	1510998,	28887,	920264395,	245825,	0,	570,	0,	250868034,	7692,	29343,	531258,	3852,	141682967,	0,	1063261552,	926913,	
2.000560,	138927,	0,	172840,	14484,	989391998,	26366,	0,	566,	0,	261995184,	1285,	8921,	81823,	1742,	153381477,	0,	1108834039,	161661,	
2.000555,	316661,	0,	172949,	16390,	981266627,	54629,	0,	552,	0,	259770502,	4433,	10660,	160746,	2735,	147268793,	0,	1116064448,	366402,	
2.000552,	307484,	0,	325236,	16932,	977914498,	48794,	0,	696,	0,	253049355,	4866,	8905,	235928,	1602,	154543822,	0,	1134857992,	433168,	
2.000618,	182467,	0,	106702,	14099,	965115780,	27158,	0,	655,	0,	260353141,	2330,	9884,	87419,	1554,	150049662,	0,	1105004196,	272865,	
2.000600,	309885,	0,	374195,	15827,	965623839,	17930,	0,	508,	0,	257911332,	2328,	8262,	56366,	2308,	150579597,	0,	1104961328,	267997,	
2.000573,	359952,	0,	168604,	14975,	983086897,	51687,	0,	598,	0,	257749642,	2408,	8062,	136361,	2272,	145518044,	0,	1080735786,	316275,	
2.000616,	224048,	0,	274326,	16855,	975279506,	67659,	0,	827,	0,	255960294,	4781,	16431,	169132,	2247,	150221768,	0,	1133567878,	365001,	
2.000615,	228325,	0,	270024,	13573,	991319177,	9401,	0,	651,	0,	258273064,	1374,	6155,	89503,	718,	154820737,	0,	1140421252,	200594,	
2.000584,	388118,	0,	331632,	17807,	950822555,	39015,	0,	888,	0,	264557826,	4085,	6163,	189805,	2103,	150033114,	0,	1110393061,	471675,	
2.000581,	211224,	0,	135216,	15428,	986160823,	21413,	0,	587,	0,	261643917,	4361,	12780,	208301,	1442,	153615164,	0,	1124788171,	390693,	
2.000631,	652152,	0,	229412,	16477,	988208336,	43110,	0,	609,	0,	264249201,	4104,	4530,	182080,	2333,	146516316,	0,	1084293127,	468010,	
2.000715,	625640,	0,	1026825,	19184,	952966537,	114653,	0,	717,	0,	253964109,	3545,	17361,	214590,	1682,	145776895,	0,	1100485418,	568127,	
2.000665,	122267,	0,	35481,	11273,	986938751,	5368,	0,	737,	0,	258544136,	956,	3697,	11317,	899,	154599132,	0,	1136515232,	133859,	
2.000588,	506772,	0,	539864,	16834,	925744689,	120741,	0,	829,	0,	258191401,	3957,	10077,	165054,	3257,	148584558,	0,	1112769282,	358268,	
2.000615,	303802,	0,	532307,	17982,	968628017,	149498,	0,	572,	0,	262125239,	4012,	6575,	141575,	3644,	153318323,	0,	1117346318,	372036,	
2.000613,	218290,	0,	420378,	18906,	977686456,	35934,	0,	559,	0,	261921958,	1881,	4671,	78449,	3747,	148789772,	0,	1122044000,	274656,	
2.000664,	401513,	0,	371518,	16734,	984201780,	50024,	0,	609,	0,	254355376,	2279,	8424,	93269,	1953,	154404752,	0,	1127247189,	394306,	
2.000603,	314179,	0,	562404,	17508,	965594972,	57296,	0,	726,	0,	258315030,	2142,	2228,	43922,	4287,	150803099,	0,	1116820482,	332411,	
2.000616,	110807,	0,	107746,	15835,	966173110,	14470,	0,	591,	0,	262570977,	1110,	4231,	92185,	2394,	153534061,	0,	1142031096,	184509,	
2.000605,	158512,	0,	97013,	13434,	989445567,	26812,	0,	701,	0,	266174879,	1521,	4078,	79880,	1118,	152566242,	0,	1109071612,	198617,	
2.000637,	156130,	0,	192215,	13092,	987706374,	11035,	0,	563,	0,	265506434,	941,	3389,	82404,	1139,	150637538,	0,	1133760911,	162216,	
2.000619,	513029,	0,	546731,	19178,	954384401,	158454,	0,	722,	0,	250111328,	4948,	18011,	206884,	3061,	145589893,	0,	1111075405,	447888,	
2.000614,	281548,	0,	294494,	18119,	962554648,	32785,	0,	777,	0,	261474316,	3190,	5805,	128791,	1885,	152319714,	0,	1140084778,	360593,	
2.000615,	243679,	0,	187431,	17514,	974729906,	42908,	0,	598,	0,	262742084,	2248,	6861,	97001,	1957,	154521901,	0,	1136399692,	270796,	
2.000616,	297744,	0,	731549,	22202,	964967930,	58576,	0,	738,	0,	259145003,	7285,	12395,	247018,	2908,	148611372,	0,	1080526323,	456799,	
2.000644,	308027,	0,	272618,	16514,	987662528,	39100,	0,	644,	0,	261425910,	4090,	7129,	173681,	2224,	150814242,	0,	1133356889,	345362,	
2.000611,	252234,	0,	217832,	16545,	978794471,	39091,	0,	747,	0,	257199204,	2401,	6886,	109114,	1190,	152737573,	0,	1129165642,	410751,	
2.000602,	141267,	0,	79084,	12883,	962548800,	8239,	0,	743,	0,	261821193,	3103,	8746,	152553,	1149,	153920263,	0,	1142633290,	255133,	
2.000602,	574798,	0,	681804,	23697,	957569561,	144014,	0,	663,	0,	260013375,	7479,	14258,	467709,	4023,	152067139,	0,	1110444399,	840505,	
2.000745,	232084,	0,	322592,	15735,	982023667,	56141,	0,	613,	0,	263565176,	3833,	12015,	134737,	801,	148972700,	0,	1102105699,	325099,	
2.000593,	862995,	0,	901584,	21883,	950278874,	146693,	0,	590,	0,	249066089,	15690,	39416,	523165,	2322,	146172472,	0,	1096714976,	898770,	
2.000620,	2987681,	0,	3724528,	49890,	786860663,	666601,	0,	827,	0,	208057623,	36042,	122816,	1545913,	3512,	118865513,	0,	910542641,	2377025,	
2.000656,	1577155,	0,	1900509,	35981,	835428029,	339319,	0,	953,	0,	236996639,	18838,	64155,	901455,	4474,	137608916,	0,	1025836697,	1542991,	
2.000588,	597183,	0,	607143,	21736,	950157546,	107827,	0,	673,	0,	253243370,	10237,	21640,	395314,	3422,	148507053,	0,	1085720104,	773683,	
2.000624,	596514,	0,	779737,	24620,	967561987,	108087,	0,	661,	0,	259376804,	6377,	18811,	273087,	4554,	144713450,	0,	1102644380,	623885,	
2.000592,	574911,	0,	709031,	20925,	978307811,	88520,	0,	512,	0,	255603829,	3198,	8314,	157956,	4323,	148803389,	0,	1113063469,	509521,	
2.000592,	346179,	0,	450629,	18812,	963440868,	93781,	0,	479,	0,	254170189,	4126,	10915,	178513,	3714,	152344973,	0,	1129876597,	447291,	
2.000592,	111498,	0,	64085,	13864,	964698270,	42309,	0,	608,	0,	265358333,	2614,	5124,	98192,	1484,	154315725,	0,	1142124388,	281476,	
2.000726,	908511,	0,	1238940,	23074,	935874342,	226387,	0,	577,	0,	253971893,	12573,	34555,	547279,	1646,	144802637,	0,	1061630957,	851592,	
2.000714,	530320,	0,	557480,	18086,	970459841,	97259,	0,	492,	0,	260860192,	4073,	8803,	142149,	1652,	144988494,	0,	1094800408,	412141,	
2.000611,	650999,	0,	832698,	20615,	960190690,	132825,	0,	591,	0,	248411436,	2736,	16410,	193857,	3563,	148421713,	0,	1110365549,	475323,	
2.000720,	966102,	0,	1178538,	26200,	908524513,	556812,	0,	532,	0,	244264323,	6831,	37214,	418365,	4749,	144863801,	0,	1087588594,	774015,	
2.000609,	242050,	0,	553298,	16675,	955863034,	85163,	0,	467,	0,	259294501,	3498,	8385,	96477,	3676,	152594173,	0,	1136760202,	258449,	
2.000590,	265326,	0,	415781,	18369,	979400784,	103881,	0,	683,	0,	262657401,	1850,	11476,	86799,	3456,	149784846,	0,	1091299718,	360754,	
2.000700,	660395,	0,	744523,	23834,	961466369,	210646,	0,	681,	0,	257517467,	2739,	13633,	133165,	3893,	145366634,	0,	1097930433,	492973,	
2.000565,	183510,	0,	144430,	15099,	986677117,	20694,	0,	656,	0,	255330912,	1072,	3665,	38401,	2339,	154582987,	0,	1139418815,	275902,	
2.000634,	687212,	0,	632956,	21780,	926406135,	431004,	0,	764,	0,	253415280,	8294,	26169,	476625,	3616,	148815203,	0,	1105950194,	861159,	
2.000735,	1751021,	0,	2391641,	33681,	883475716,	395557,	0,	606,	0,	245375537,	15165,	41132,	716841,	3733,	137374488,	0,	1019122554,	1200054,	
2.000662,	1063843,	0,	1305993,	26883,	954244100,	208150,	0,	573,	0,	254945309,	7392,	26015,	382811,	3724,	141456664,	0,	1040103004,	785133,	
2.000624,	655295,	0,	836206,	23740,	973860032,	104874,	0,	695,	0,	253486680,	10233,	21056,	463265,	4194,	144832501,	0,	1105820558,	834041,	
2.000577,	931101,	0,	1293783,	31920,	941934069,	220842,	0,	846,	0,	239052572,	14832,	39123,	542285,	4682,	146757454,	0,	1104448438,	1072597,	
2.000631,	2029101,	0,	2487956,	39991,	839768838,	444576,	0,	1098,	0,	241300887,	17250,	63340,	998768,	4554,	136623857,	0,	1030860407,	1941910,	
2.000767,	1959420,	0,	2126840,	42003,	913976308,	305254,	0,	1504,	0,	245429918,	19364,	61631,	1022509,	5890,	138451524,	0,	1021352512,	2129676,	
2.000701,	1779683,	0,	2043011,	44674,	909215170,	376814,	0,	1405,	0,	244023769,	20696,	63858,	1327707,	5600,	131049455,	0,	1020308378,	2070374,	
2.000672,	1572866,	0,	1795009,	37543,	916653565,	272248,	0,	798,	0,	241759184,	15632,	45077,	817367,	5162,	141381343,	0,	1051321800,	1589745,	
2.000691,	663583,	0,	1104701,	25589,	916827351,	200978,	0,	627,	0,	248593570,	6774,	17994,	334032,	4186,	147083520,	0,	1091441517,	707158,	
1.923090,	462370,	0,	547410,	18383,	913639911,	71371,	0,	731,	0,	252791336,	2825,	6202,	213482,	3091,	146701929,	0,	1080867802,	684296,	
